"ID";"Station";"Line";"AdmArea";"District";"MCDStation";"AeroexpressStation";"RailwayStation";"RailwayTerminal";"ObjectStatus";"global_id";
"Код";"Наименование станции";"Наименование линии";"Административный округ";"Район";"Станция МЦД";"Станция Аэроэкспресс";"Станция радиального железнодорожного направления";"Выход к железнодорожному вокзалу";"Статус объекта";"global_id";
"153";"Нагорная";"Серпуховско-Тимирязевская линия";"Южный административный округ";"Нагорный район";"[]";"[]";"[]";"[]";"действует";"58702198";
"72";"Деловой центр";"Филевская линия";"Центральный административный округ";"Пресненский район";"[]";"[]";"[]";"[]";"действует";"58702199";
"186";"Бунинская аллея";"Бутовская линия";"Юго-Западный административный округ";"район Южное Бутово";"[]";"[]";"[]";"[]";"действует";"58702200";
"92";"Рижская";"Калужско-Рижская линия";"Центральный административный округ";"Мещанский район";"{global_id=1058999474, value=Рижская}";"[]";"{global_id=1132155428, value=Рижская}";"[{global_id=1058611993, value=Рижский}]";"действует";"58702201";
"109";"Новоясеневская";"Калужско-Рижская линия";"Юго-Западный административный округ";"район Ясенево";"[]";"[]";"[]";"[]";"действует";"58702203";
"46";"Бауманская";"Арбатско-Покровская линия";"Центральный административный округ";"Басманный район";"[]";"[]";"[]";"[]";"действует";"58702204";
"1";"Бульвар Рокоссовского";"Сокольническая линия";"Восточный административный округ";"район Богородское";"[]";"[]";"[]";"[]";"действует";"58702205";
"2";"Черкизовская";"Сокольническая линия";"Восточный административный округ";"район Преображенское";"[]";"[]";"[]";"[{global_id=1124877069, value=Восточный}]";"действует";"58702206";
"106";"Коньково";"Калужско-Рижская линия";"Юго-Западный административный округ";"район Тёплый Стан";"[]";"[]";"[]";"[]";"действует";"58702207";
"145";"Менделеевская";"Серпуховско-Тимирязевская линия";"Центральный административный округ";"Тверской район";"[]";"[]";"[]";"[]";"действует";"58702208";
"227";"Улица Дмитриевского";"Некрасовская линия";"Восточный административный округ";"район Косино-Ухтомский";"[]";"[]";"[]";"[]";"действует";"58702209";
"259";"Электрозаводская";"Большая кольцевая линия";"Восточный административный округ";"район Соколиная Гора";"{global_id=2608947208, value=Электрозаводская}";"[]";"{global_id=1132155441, value=Электрозаводская}";"[]";"действует";"58702210";
"225";"Раменки";"Солнцевская линия";"Западный административный округ";"район Раменки";"[]";"[]";"[]";"[]";"действует";"58702211";
"50";"Смоленская";"Арбатско-Покровская линия";"Центральный административный округ";"район Арбат";"[]";"[]";"[]";"[]";"действует";"58702212";
"118";"Баррикадная";"Таганско-Краснопресненская линия";"Центральный административный округ";"Пресненский район";"[]";"[]";"[]";"[]";"действует";"58702213";
"64";"Багратионовская";"Филёвская линия";"Западный административный округ";"район Филёвский Парк";"[]";"[]";"[]";"[]";"действует";"58702214";
"87";"Бабушкинская";"Калужско-Рижская линия";"Северо-Восточный административный округ";"Бабушкинский район";"[]";"[]";"[]";"[]";"действует";"58702215";
"12";"Кропоткинская";"Сокольническая линия";"Центральный административный округ";"район Хамовники";"[]";"[]";"[]";"[]";"действует";"58702216";
"93";"Проспект Мира";"Калужско-Рижская линия";"Центральный административный округ";"Мещанский район";"[]";"[]";"[]";"[]";"действует";"58702217";
"94";"Сухаревская";"Калужско-Рижская линия";"Центральный административный округ";"Красносельский район";"[]";"[]";"[]";"[]";"действует";"58702218";
"7";"Красные ворота";"Сокольническая линия";"Центральный административный округ";"Красносельский район";"[]";"[]";"[]";"[]";"действует";"58702220";
"171";"Печатники";"Люблинско-Дмитровская линия";"Юго-Восточный административный округ";"район Печатники";"{global_id=2372331630, value=Печатники}";"[]";"{global_id=2370945789, value=Печатники}";"[]";"действует";"58702221";
"127";"Рязанский проспект";"Таганско-Краснопресненская линия";"Юго-Восточный административный округ";"Рязанский район";"{global_id=2608949019, value=Вешняки}";"[]";"{global_id=1132155448, value=Вешняки}";"[]";"действует";"58702223";
"167";"Римская";"Люблинско-Дмитровская линия";"Центральный административный округ";"Таганский район";"{global_id=2616713724, value=Серп и Молот}";"[]";"{global_id=1132155410, value=Москва-Товарная}";"[]";"действует";"58702224";
"71";"Александровский сад";"Филёвская линия";"Центральный административный округ";"Тверской район";"[]";"[]";"[]";"[]";"действует";"58702225";
"100";"Ленинский проспект";"Калужско-Рижская линия";"Южный административный округ";"Донской район";"[]";"[]";"[]";"[]";"действует";"58702226";
"147";"Чеховская";"Серпуховско-Тимирязевская линия";"Центральный административный округ";"Тверской район";"[]";"[]";"[]";"[]";"действует";"58702227";
"254";"Печатники";"Большая кольцевая линия";"Юго-Восточный административный округ";"район Печатники";"{global_id=2372331630, value=Печатники}";"[]";"{global_id=2370945789, value=Печатники}";"[]";"действует";"58702228";
"40";"Щёлковская";"Арбатско-Покровская линия";"Восточный административный округ";"район Гольяново";"[]";"[]";"[]";"[]";"действует";"58702229";
"199";"Ховрино";"Замоскворецкая линия";"Северный административный округ";"район Ховрино";"{global_id=2608946046, value=Ховрино}";"[]";"{global_id=1132155434, value=Ховрино}";"[]";"действует";"58702230";
"284";"Шелепиха";"Московское центральное кольцо";"Центральный административный округ";"Пресненский район";"{global_id=1058903381, value=Тестовская}";"{global_id=1508985132, value=Тестовская}";"{global_id=1132155494, value=Тестовская}";"[]";"действует";"277904735";
"288";"Площадь Гагарина";"Московское центральное кольцо";"Юго-Западный административный округ";"Гагаринский район";"[]";"[]";"[]";"[]";"действует";"277904736";
"280";"Лихоборы";"Московское центральное кольцо";"Северный административный округ";"район Коптево";"{global_id=2608946727, value=Лихоборы}";"[]";"{global_id=1132155537, value=Лихоборы}";"[]";"действует";"277904737";
"292";"Автозаводская";"Московское центральное кольцо";"Южный административный округ";"Даниловский район";"[]";"[]";"[]";"[]";"действует";"277904738";
"271";"Шоссе Энтузиастов";"Московское центральное кольцо";"Восточный административный округ";"район Соколиная Гора";"[]";"[]";"[]";"[]";"действует";"277904739";
"283";"Хорошёво";"Московское центральное кольцо";"Северный административный округ";"Хорошёвский район";"[]";"[]";"[]";"[]";"действует";"277904740";
"296";"Соколиная Гора";"Московское центральное кольцо";"Восточный административный округ";"район Соколиная Гора";"[]";"[]";"[]";"[]";"действует";"277904741";
"273";"Локомотив";"Московское центральное кольцо";"Восточный административный округ";"район Преображенское";"[]";"[]";"[]";"[{global_id=1124877069, value=Восточный}]";"действует";"277904742";
"286";"Кутузовская";"Московское центральное кольцо";"Западный административный округ";"район Дорогомилово";"{global_id=2616703635, value=Кутузовская}";"[]";"{global_id=2616728372, value=Кутузовская}";"[]";"действует";"277904743";
"281";"Балтийская";"Московское центральное кольцо";"Северный административный округ";"Войковский район";"[]";"[]";"[]";"[]";"действует";"277904744";
"278";"Владыкино";"Московское центральное кольцо";"Северо-Восточный административный округ";"район Марфино";"[]";"[]";"[]";"[]";"действует";"277904745";
"293";"Угрешская";"Московское центральное кольцо";"Юго-Восточный административный округ";"район Печатники";"[]";"[]";"[]";"[]";"действует";"277904746";
"277";"Ботанический сад";"Московское центральное кольцо";"Северо-Восточный административный округ";"район Свиблово";"[]";"[]";"[]";"[]";"действует";"277904747";
"270";"Андроновка";"Московское центральное кольцо";"Восточный административный округ";"район Перово";"{global_id=2608948202, value=Андроновка}";"[]";"{global_id=1132155444, value=Андроновка}";"[]";"действует";"277904748";
"297";"Дубровка";"Московское центральное кольцо";"Юго-Восточный административный округ";"Южнопортовый район";"[]";"[]";"[]";"[]";"действует";"277904749";
"272";"Измайлово";"Московское центральное кольцо";"Восточный административный округ";"район Соколиная Гора";"[]";"[]";"[]";"[]";"действует";"277904750";
"287";"Лужники";"Московское центральное кольцо";"Центральный административный округ";"район Хамовники";"[]";"[]";"[]";"[]";"действует";"277904751";
"295";"Нижегородская";"Московское центральное кольцо";"Юго-Восточный административный округ";"Нижегородский район";"{global_id=2616714661, value=Нижегородская}";"[]";"{global_id=1132155557, value=Нижегородская}";"[]";"действует";"277904752";
"294";"Новохохловская";"Московское центральное кольцо";"Юго-Восточный административный округ";"Нижегородский район";"{global_id=1059235164, value=Новохохловская}";"[]";"[]";"[]";"действует";"277904753";
"291";"ЗИЛ";"Московское центральное кольцо";"Южный административный округ";"Даниловский район";"[]";"[]";"[]";"[]";"действует";"277904754";
"290";"Верхние Котлы";"Московское центральное кольцо";"Южный административный округ";"Нагорный район";"[]";"{global_id=1508979796, value=Верхние Котлы}";"{global_id=1132155488, value=Верхние Котлы}";"[]";"действует";"277904755";
"275";"Белокаменная";"Московское центральное кольцо";"Восточный административный округ";"район Богородское";"[]";"[]";"[]";"[]";"действует";"277904756";
"276";"Ростокино";"Московское центральное кольцо";"Северо-Восточный административный округ";"район Ростокино";"[]";"[]";"{global_id=1132155477, value=Ростокино}";"[]";"действует";"277904757";
"285";"Москва-Сити";"Московское центральное кольцо";"Центральный административный округ";"Пресненский район";"{global_id=1058903381, value=Тестовская}";"{global_id=1508985132, value=Тестовская}";"{global_id=1132155494, value=Тестовская}";"[]";"действует";"277904758";
"274";"Бульвар Рокоссовского";"Московское центральное кольцо";"Восточный административный округ";"район Богородское";"[]";"[]";"[]";"[]";"действует";"277904759";
"282";"Стрешнево";"Московское центральное кольцо";"Северный административный округ";"район Сокол";"{global_id=1058985425, value=Стрешнево}";"[]";"{global_id=1132155400, value=Стрешнево}";"[]";"действует";"277904760";
"289";"Крымская";"Московское центральное кольцо";"Южный административный округ";"Донской район";"[]";"[]";"[]";"[]";"действует";"277904761";
"279";"Окружная";"Московское центральное кольцо";"Северный административный округ";"Тимирязевский район";"{global_id=1058907212, value=Окружная}";"{global_id=1508983290, value=Окружная}";"{global_id=1132046990, value=Окружная}";"[]";"действует";"277904762";
"298";"Петровский парк";"Большая кольцевая линия";"Северный административный округ";"район Аэропорт";"[]";"[]";"[]";"[]";"действует";"696737361";
"299";"ЦСКА";"Большая кольцевая линия";"Северный административный округ";"Хорошёвский район";"[]";"[]";"[]";"[]";"действует";"696742167";
"300";"Шелепиха";"Большая кольцевая линия";"Центральный административный округ";"Пресненский район";"{global_id=1058903381, value=Тестовская (Москва-Сити)}";"{global_id=1508985132, value=Тестовская}";"{global_id=1132155494, value=Тестовская}";"[]";"временно закрыт";"696749112";
"301";"Озёрная";"Солнцевская линия";"Западный административный округ";"район Очаково-Матвеевское";"[]";"[]";"[]";"[]";"действует";"886123736";
"302";"Говорово";"Солнцевская линия";"Западный административный округ";"район Солнцево";"{global_id=2616192337, value=Солнечная}";"[]";"{global_id=1132155463, value=Солнечная}";"[]";"действует";"886123738";
"303";"Беломорская";"Замоскворецкая линия";"Северный административный округ";"район Левобережный";"[]";"[]";"[]";"[]";"действует";"904474367";
"304";"Зорге";"Московское центральное кольцо";"Северо-Западный административный округ";"район Хорошёво-Мнёвники";"[]";"[]";"[]";"[]";"действует";"905932318";
"305";"Панфиловская";"Московское центральное кольцо";"Северо-Западный административный округ";"район Щукино";"[]";"[]";"[]";"[]";"действует";"905932372";
"306";"Коптево";"Московское центральное кольцо";"Северный административный округ";"район Коптево";"[]";"[]";"[]";"[]";"действует";"905932373";
"307";"Савёловская";"Большая кольцевая линия";"Северный административный округ";"Савёловский район";"{global_id=2616710298, value=Савёловская}";"{global_id=1508984420, value=Савёловская}";"{global_id=2616731932, value=Савёловская}";"[{global_id=1058615229, value=Савёловский}]";"действует";"906044097";
"308";"Филатов луг";"Сокольническая линия";"Новомосковский административный округ";"поселение Сосенское";"[]";"[]";"[]";"[]";"действует";"930063626";
"309";"Прокшино";"Сокольническая линия";"Новомосковский административный округ";"поселение Сосенское";"[]";"[]";"[]";"[]";"действует";"930063627";
"310";"Ольховая";"Сокольническая линия";"Новомосковский административный округ";"поселение Сосенское";"[]";"[]";"[]";"[]";"действует";"930063628";
"311";"Новомосковская";"Сокольническая линия";"Новомосковский административный округ";"поселение Сосенское";"[]";"[]";"[]";"[]";"действует";"930063629";
"315";"Лефортово";"Большая кольцевая линия";"Юго-Восточный административный округ";"район Лефортово";"[]";"[]";"[]";"[]";"действует";"1045820903";
"312";"Зюзино";"Большая кольцевая линия";"Юго-Западный административный округ";"район Зюзино";"[]";"[]";"[]";"[]";"действует";"1045820911";
"316";"Народное Ополчение";"Большая кольцевая линия";"Северо-Западный административный округ";"район Хорошёво-Мнёвники";"[]";"[]";"[]";"[]";"действует";"1103704696";
"318";"Давыдково";"Большая кольцевая линия";"Западный административный округ";"Можайский район";"[]";"[]";"[]";"[]";"действует";"1266781625";
"324";"Аминьевская";"Большая кольцевая линия";"Западный административный округ";"район Очаково-Матвеевское";"{global_id=2616700783, value=Аминьевская}";"[]";"{global_id=1272850193, value=Аминьевская}";"[]";"действует";"1266781654";
"320";"Новаторская";"Большая кольцевая линия";"Юго-Западный административный округ";"Обручевский район";"[]";"[]";"[]";"[]";"действует";"1266781655";
"321";"Варшавская";"Большая кольцевая линия";"Южный административный округ";"район Москворечье-Сабурово";"[]";"[]";"{global_id=1132155586, value=Варшавская}";"[]";"действует";"2373307655";
"322";"Марьина Роща";"Большая кольцевая линия";"Северо-Восточный административный округ";"район Марьина Роща";"{global_id=2616711070, value=Марьина Роща}";"[]";"{global_id=2616732060, value=Марьина Роща}";"[]";"действует";"2536249332";
"323";"Кленовый бульвар";"Большая кольцевая линия";"Южный административный округ";"район Нагатинский Затон";"[]";"[]";"[]";"[]";"действует";"2536249481";
"328";"Пыхтино";"Солнцевская линия";"Новомосковский административный округ";"поселение Внуковское";"[]";"[]";"[]";"[]";"действует";"2615650327";
"325";"Аэропорт Внуково";"Солнцевская линия";"Западный административный округ";"район Внуково";"[]";"[]";"{global_id=2608387310, value=Аэропорт}";"[]";"действует";"2615650424";
"326";"Яхромская";"Люблинско-Дмитровская линия";"Северный административный округ";"район Восточное Дегунино";"[]";"[]";"[]";"[]";"действует";"2615990671";
"327";"Физтех";"Люблинско-Дмитровская линия";"Северо-Восточный административный округ";"район Северный";"[]";"[]";"[]";"[]";"действует";"2615990718";
"329";"Потапово";"Сокольническая линия";"Новомосковский административный округ";"поселение Сосенское";"[]";"[]";"[]";"[]";"действует";"2697531570";
"330";"Новаторская";"Троицкая линия";"Юго-Западный административный округ";"Обручевский район";"[]";"[]";"[]";"[]";"действует";"2699225578";
"331";"Университет Дружбы Народов";"Троицкая линия";"Юго-Западный административный округ";"Обручевский район";"[]";"[]";"[]";"[]";"действует";"2699225589";
"332";"Генерала Тюленева";"Троицкая линия";"Юго-Западный административный округ";"район Тёплый Стан";"[]";"[]";"[]";"[]";"действует";"2699225592";
"333";"Тютчевская";"Троицкая линия";"Новомосковский административный округ";"поселение Сосенское";"[]";"[]";"[]";"[]";"действует";"2699225595";
"334";"Коммунарка";"Троицкая линия";"Новомосковский административный округ";"район Коммунарка";"[]";"[]";"[]";"[]";"действует";"2721603336";
"335";"Корниловская";"Троицкая линия";"Новомосковский административный округ";"район Коммунарка";"[]";"[]";"[]";"[]";"действует";"2721603408";
"336";"Новомосковская";"Троицкая линия";"Новомосковский административный округ";"район Коммунарка";"[]";"[]";"[]";"[]";"действует";"2722038943";
"337";"Вавиловская";"Троицкая линия";"Юго-Западный административный округ";"Гагаринский район";"[]";"[]";"[]";"[]";"действует";"2801754430";
"338";"Академическая";"Троицкая линия";"Юго-Западный административный округ";"Академический район";"[]";"[]";"[]";"[]";"действует";"2801754457";
"339";"Крымская";"Троицкая линия";"Южный административный округ";"Донской район";"[]";"[]";"[]";"[]";"действует";"2801754495";
"340";"ЗИЛ";"Троицкая линия";"Южный административный округ";"Даниловский район";"[]";"[]";"[]";"[]";"действует";"2801754511";
